^Full Path^|^Length^|^Creation Time Utc^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\SqlTsEs.dll^|^8923120^|^10/20/2012 4:26:46 AM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\SqlUserInstance.dll^|^177752^|^2/11/2012 1:43:48 PM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\xeclrhostpkg.mof^|^5137^|^2/10/2012 11:51:38 PM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\xelocaldbpkg.mof^|^8620^|^2/11/2012 12:20:38 AM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\xepkg0.mof^|^2393^|^2/10/2012 9:53:54 PM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\xesospkg.mof^|^416301^|^2/10/2012 11:51:50 PM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\xesqlminpkg.mof^|^937402^|^2/10/2012 11:52:00 PM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\xesqlpkg.mof^|^421661^|^10/19/2012 5:27:26 PM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\xmlrw.dll^|^278016^|^10/20/2012 4:16:48 AM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\xmlrwbin.dll^|^196608^|^10/20/2012 4:16:48 AM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\xplog70.dll^|^76376^|^2/11/2012 1:35:12 PM^
^C:\Program Files\Microsoft SQL Server\110\LocalDB\Binn\XPStar.dll^|^448496^|^10/20/2012 4:16:48 AM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\License_SMO.txt^|^28380^|^2/10/2012 9:30:10 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.ConnectionInfo.xml^|^133827^|^2/10/2012 9:28:10 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.ConnectionInfoExtended.xml^|^52535^|^2/10/2012 9:28:10 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.Dmf.xml^|^519235^|^2/10/2012 9:28:10 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.DmfSqlClrWrapper.xml^|^1356^|^2/10/2012 9:28:10 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.Management.Collector.xml^|^59701^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.Management.Sdk.Sfc.xml^|^804548^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.Management.Utility.xml^|^122688^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.Management.UtilityEnum.xml^|^156^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.RegSvrEnum.xml^|^27353^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.ServiceBrokerEnum.xml^|^4629^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.Smo.xml^|^4460594^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.SmoExtended.xml^|^147649^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.SqlEnum.xml^|^607196^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.SqlWmiManagement.xml^|^83472^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\en\Microsoft.SqlServer.WmiEnum.xml^|^6363^|^2/10/2012 9:28:12 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.ConnectionInfo.dll^|^171504^|^10/20/2012 4:21:58 AM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.ConnectionInfoExtended.dll^|^109656^|^2/11/2012 1:49:24 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.Dmf.Adapters.dll^|^72792^|^2/11/2012 1:48:50 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.Dmf.dll^|^364016^|^10/20/2012 4:21:54 AM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.DmfSqlClrWrapper.dll^|^23128^|^2/11/2012 1:48:50 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.Management.Collector.dll^|^101464^|^2/11/2012 1:48:38 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.Management.CollectorEnum.dll^|^48216^|^2/11/2012 1:48:38 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.Management.Sdk.Sfc.dll^|^507376^|^10/20/2012 4:21:42 AM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.Management.Utility.dll^|^330840^|^2/11/2012 1:44:58 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.Management.UtilityEnum.dll^|^64600^|^2/11/2012 1:44:58 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.Management.XEvent.dll^|^162904^|^2/11/2012 1:44:56 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.Management.XEventEnum.dll^|^56408^|^2/11/2012 1:44:56 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.PolicyEnum.dll^|^52312^|^2/11/2012 1:44:52 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.RegSvrEnum.dll^|^85080^|^2/11/2012 1:44:54 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.ServiceBrokerEnum.dll^|^56408^|^2/11/2012 1:44:52 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.Smo.dll^|^3644928^|^10/20/2012 4:21:32 AM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.SmoExtended.dll^|^232960^|^10/20/2012 4:21:32 AM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.SqlEnum.dll^|^1334784^|^10/20/2012 4:21:32 AM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.SqlWmiManagement.dll^|^179288^|^2/11/2012 1:44:52 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.SString.dll^|^44120^|^2/11/2012 1:26:40 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Assemblies\Microsoft.SqlServer.WmiEnum.dll^|^56408^|^2/11/2012 1:44:44 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Include\sqlncli.h^|^175473^|^2/10/2012 10:51:52 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Lib\x64\sqlncli11.lib^|^6164^|^2/10/2012 8:50:54 PM^
^C:\Program Files\Microsoft SQL Server\110\SDK\Lib\x86\sqlncli11.lib^|^6592^|^2/10/2012 11:30:38 PM^
^C:\Program Files\Microsoft SQL Server\110\Shared\dbghelp.dll^|^1558912^|^2/10/2012 9:28:14 PM^
^C:\Program Files\Microsoft SQL Server\110\Shared\instapi110.dll^|^54360^|^2/11/2012 1:46:24 PM^
^C:\Program Files\Microsoft SQL Server\110\Shared\Microsoft.SqlServer.Types.dll^|^391168^|^10/20/2012 4:23:26 AM^
^C:\Program Files\Microsoft SQL Server\110\Shared\msasxpress.dll^|^35280^|^10/2/2012 3:36:32 AM^
^C:\Program Files\Microsoft SQL Server\110\Shared\SqlDumper.exe^|^109656^|^2/11/2012 1:53:48 PM^
^C:\Program Files\Microsoft SQL Server\110\Shared\xe.dll^|^476144^|^10/20/2012 4:16:50 AM^
^C:\Program Files\Microsoft SQL Server\110\Tools\Binn\Resources\1033\bcp.rll^|^26200^|^2/11/2012 11:59:48 AM^
^C:\Program Files\Microsoft SQL Server\110\Tools\Binn\Resources\1033\license_SQLCMD.txt^|^13588^|^2/10/2012 8:30:10 PM^
^C:\Program Files\Microsoft SQL Server\110\Tools\Binn\Resources\1033\SQLCMD.rll^|^34288^|^10/20/2012 4:26:00 AM^
^C:\Program Files\Microsoft SQL Server\110\Tools\Binn\Resources\en-US\SqlLocalDB.rll.mui^|^27224^|^2/11/2012 12:59:34 PM^
^C:\Program Files\Microsoft SQL Server\110\Tools\Binn\Resources\SqlLocalDB.rll^|^18008^|^2/11/2012 1:06:10 PM^
^C:\Program Files\Microsoft SQL Server\110\Tools\Binn\batchparser.dll^|^177240^|^2/11/2012 12:46:34 PM^
^C:\Program Files\Microsoft SQL Server\110\Tools\Binn\bcp.exe^|^114264^|^2/11/2012 12:53:48 PM^
^C:\Program Files\Microsoft SQL Server\110\Tools\Binn\SQLCMD.EXE^|^259672^|^2/11/2012 12:53:48 PM^
^C:\Program Files\Microsoft SQL Server\110\Tools\Binn\SqlLocalDB.exe^|^38488^|^2/11/2012 1:55:16 PM^
^C:\Program Files\Microsoft SQL Server\110\Tools\Binn\xmlrw.dll^|^278016^|^10/20/2012 4:16:48 AM^
^C:\Program Files\Microsoft SQL Server\120\COM\en\Microsoft.SqlServer.Replication.BusinessLogicSupport.xml^|^99487^|^2/19/2014 6:29:30 PM^
^C:\Program Files\Microsoft SQL Server\120\COM\Resources\1033\AXSCPHST.RLL^|^21184^|^2/21/2014 1:28:59 PM^
^C:\Program Files\Microsoft SQL Server\120\COM\Resources\1033\REPLRES.rll^|^301248^|^4/21/2015 3:43:56 AM^
^C:\Program Files\Microsoft SQL Server\120\COM\AXSCPHST.DLL^|^67264^|^2/21/2014 1:27:32 PM^
^C:\Program Files\Microsoft SQL Server\120\COM\instapi120.dll^|^59072^|^4/21/2015 3:43:04 AM^
^C:\Program Files\Microsoft SQL Server\120\COM\sqlresld.dll^|^29888^|^5/28/2016 3:33:48 AM^
^C:\Program Files\Microsoft SQL Server\120\COM\sqlwep120.dll^|^112320^|^4/21/2015 3:46:18 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\DataCollectorTasks.rll^|^38592^|^2/21/2014 1:28:59 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\DTEParse.rll^|^52928^|^2/21/2014 1:28:58 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\DTEPkg.rll^|^33472^|^2/21/2014 1:28:58 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\dtexec.rll^|^19136^|^2/21/2014 1:28:57 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\dts.rll^|^358080^|^2/21/2014 1:28:57 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\dtsconn.rll^|^40640^|^2/21/2014 1:28:55 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\dtshost.rll^|^18624^|^2/21/2014 1:28:55 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\dtslog.rll^|^26816^|^2/21/2014 1:28:55 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\dtsmsg120.rll^|^522944^|^2/21/2014 1:28:55 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\dtspipeline.rll^|^116416^|^2/21/2014 1:28:57 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\dtuparse.rll^|^44736^|^2/21/2014 1:28:55 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\dtutil.rll^|^26816^|^2/21/2014 1:28:55 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Resources\1033\sqltaskconnections.rll^|^35520^|^2/21/2014 1:28:43 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\batchparser.dll^|^169664^|^2/21/2014 1:27:32 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DataCollectorTasks.dll^|^156864^|^2/21/2014 1:27:32 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTEParse.dll^|^109760^|^2/21/2014 1:27:31 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTEParseMgd.dll^|^78016^|^2/21/2014 1:27:22 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTEPkg.dll^|^117440^|^2/21/2014 1:27:31 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTExec.exe^|^67776^|^4/21/2015 3:47:16 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTExec.exe.config^|^1688^|^2/21/2014 2:32:24 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTS.dll^|^3003584^|^4/21/2015 3:43:04 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTSComExprEval.dll^|^458432^|^4/21/2015 3:43:02 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DtsConn.dll^|^464064^|^5/28/2016 3:40:02 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\dtshost.exe^|^86720^|^2/21/2014 1:25:33 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\dtshost.exe.config^|^1688^|^2/21/2014 2:32:24 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTSLog.dll^|^97984^|^2/21/2014 1:27:31 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\dtsmsg120.dll^|^546496^|^2/21/2014 1:27:31 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTSPERF.H^|^965^|^2/5/2014 6:21:02 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTSPERF.INI^|^4470^|^2/21/2014 2:32:23 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTSPipeline.dll^|^1252032^|^4/21/2015 3:43:02 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTSWizard.exe^|^867520^|^4/21/2015 3:47:48 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTSWizard.exe.config^|^1688^|^2/21/2014 2:32:24 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\dtuparse.dll^|^83648^|^2/21/2014 1:27:30 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\dtutil.exe^|^132800^|^2/21/2014 1:25:33 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DTUtil.exe.config^|^1688^|^2/21/2014 2:32:24 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\DtwTypeConversion.xml^|^71494^|^2/5/2014 6:21:39 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\ExecPackageTask.dll^|^141504^|^2/21/2014 1:27:30 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\interop.msdasc.dll^|^40640^|^2/21/2014 1:27:22 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Microsoft.SqlServer.DTEnum.dll^|^35520^|^2/21/2014 1:26:23 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Microsoft.SqlServer.DtsMsg.dll^|^156352^|^2/21/2014 1:26:28 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Microsoft.SqlServer.DTSUtilities.dll^|^28352^|^2/21/2014 1:27:15 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Microsoft.SqlServer.ForEachFileEnumeratorWrap.dll^|^22720^|^2/21/2014 1:27:10 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Microsoft.SqlServer.PackageFormatUpdate.dll^|^432320^|^2/21/2014 1:26:13 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Microsoft.SqlServer.PipelineXML.dll^|^82624^|^2/21/2014 1:26:13 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\Microsoft.SqlServer.SQLTaskConnectionsWrap.dll^|^29376^|^2/21/2014 1:26:07 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\MsDtsSrvrUtil.dll^|^79040^|^2/21/2014 1:27:23 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\SQLTaskConnections.dll^|^165056^|^2/21/2014 1:20:28 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Binn\SqlTDiagN.dll^|^62144^|^2/21/2014 1:20:27 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Connections\en\Microsoft.SqlServer.ManagedConnections.xml^|^22303^|^2/19/2014 6:29:30 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\Connections\Microsoft.SqlServer.ManagedConnections.dll^|^43712^|^4/21/2015 3:47:00 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\ForEachEnumerators\en\Microsoft.SqlServer.ForEachAdoEnumerator.xml^|^18519^|^2/19/2014 6:29:30 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\ForEachEnumerators\en\Microsoft.SqlServer.ForEachSMOEnumerator.xml^|^8979^|^1/17/2014 9:25:49 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\ForEachEnumerators\Resources\1033\foreachfileenumerator.rll^|^23232^|^2/21/2014 1:28:52 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\ForEachEnumerators\DataCollectorEnumerators.dll^|^97472^|^2/21/2014 1:27:32 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\ForEachEnumerators\ForEachFileEnumerator.dll^|^73920^|^2/21/2014 1:27:30 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\ForEachEnumerators\Microsoft.SqlServer.ForEachAdoEnumerator.dll^|^52928^|^2/21/2014 1:27:11 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\ForEachEnumerators\Microsoft.SqlServer.ForEachFromVarEnumerator.dll^|^29376^|^2/21/2014 1:27:11 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\ForEachEnumerators\Microsoft.SqlServer.ForEachNodeListEnumerator.dll^|^37056^|^2/21/2014 1:27:09 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\ForEachEnumerators\Microsoft.SqlServer.ForEachSMOEnumerator.dll^|^40128^|^2/21/2014 1:27:09 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\AceToSSIS.xml^|^5981^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\DB2ToMSSql.XML^|^7772^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\DB2ToMSSql10.XML^|^8038^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\DB2ToSSIS10.XML^|^10241^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\IBMDB2ToMSSql.XML^|^8309^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\IBMDB2ToMSSql10.XML^|^8750^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\IBMDB2ToSSIS10.XML^|^9069^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\JetToDB2.xml^|^5590^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\JetToIBMDB2.XML^|^5471^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\JetToMSSql8.xml^|^5482^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\JetToMSSql9.xml^|^5536^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\JetToOracle.xml^|^5748^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\JetToSSIS.xml^|^5984^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\MSSql10ToMSSql9.xml^|^12632^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\MSSql8ToOracle8.XML^|^12117^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\MSSql9ToMSSql8.xml^|^11645^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\MSSQLToDB2.XML^|^12326^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\MSSQLToIBMDB2.XML^|^12084^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\MSSqlToJet4.XML^|^12790^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\MSSQLToSSIS10.XML^|^13650^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\OracleClientToMSSql.XML^|^10052^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\OracleClientToMSSql10.XML^|^11084^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\OracleClientToSSIS10.XML^|^11251^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\OracleToMSSql.XML^|^10030^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\OracleToMSSql10.XML^|^10685^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\OracleToSSIS10.XML^|^11221^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SqlClient9ToMSSql8.xml^|^11324^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SqlClient9ToMSSql9.xml^|^11480^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SqlClientToDB2.XML^|^12348^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SqlClientToIBMDB2.XML^|^12121^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SqlClientToMSSql10.xml^|^13097^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SqlClientToOracle.XML^|^12012^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SqlClientToSSIS.XML^|^13628^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SSIS10ToDB2.XML^|^10473^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SSIS10ToIBMDB2.XML^|^10348^|^2/5/2014 6:21:08 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SSIS10ToMSSQL.XML^|^10475^|^2/5/2014 6:21:09 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SSISToJet.XML^|^9096^|^2/5/2014 6:21:09 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\MappingFiles\SSISToOracle.XML^|^10647^|^2/5/2014 6:21:09 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\Resources\1033\dtspipeline.rll^|^116416^|^2/21/2014 1:28:57 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\Resources\1033\TxDataCollector.rll^|^35008^|^2/21/2014 1:28:41 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\CommandDest.dll^|^227520^|^2/21/2014 1:27:32 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\exceldest.dll^|^244416^|^2/21/2014 1:27:30 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\excelsrc.dll^|^270016^|^2/21/2014 1:27:30 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\FlatFileDest.dll^|^368832^|^4/21/2015 3:43:04 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\FlatFileSrc.dll^|^378048^|^5/28/2016 3:40:02 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\Microsoft.SqlServer.ADONETDest.dll^|^87232^|^2/21/2014 1:26:40 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\Microsoft.SqlServer.ADONETSrc.dll^|^63680^|^2/21/2014 1:26:39 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\Microsoft.SqlServer.SqlCEDest.dll^|^45760^|^2/21/2014 1:26:49 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\Microsoft.SqlServer.XMLSrc.dll^|^115904^|^5/28/2016 3:37:30 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\OleDbDest.dll^|^244416^|^2/21/2014 1:20:38 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\OleDbSrc.dll^|^276160^|^2/21/2014 1:20:38 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\RawDest.dll^|^187072^|^2/21/2014 1:20:38 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\RawSource.dll^|^174784^|^2/21/2014 1:20:38 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\RecordSetDest.dll^|^162496^|^2/21/2014 1:20:38 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\TxAgg.dll^|^345280^|^2/21/2014 1:20:25 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\TxDataCollector.dll^|^397504^|^2/21/2014 1:20:24 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\TxDataConvert.dll^|^277696^|^2/21/2014 1:20:24 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\TxDerived.dll^|^586432^|^2/21/2014 1:20:24 PM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\TxLookup.dll^|^517824^|^5/28/2016 3:33:52 AM^
^C:\Program Files\Microsoft SQL Server\120\DTS\PipelineComponents\TxMerge.dll^|^219328^|^2/21/2014 1:20:24 PM^
